title,author,label
IPL 2026 | Survyanshi is too mature for a 15-year-old: Bhuvneshwar. The veteran seamer admitted his team could not implement some of the plans,The Hindu Sports,0
"IPL 2026 | Team contest bigger than individual rivalries, says Pollard. The Mumbai Indians batting coach plays down the Rohit vs Virat narrative, says they are needed to guide the next generation",The Hindu Sports,0
IPL 2026 Preview LSG vs GT | Who will come out on top in a clash between two resurgent sides?. Both teams possess an explosive batting line-up in a tie to be played at the Ekana Cricket Stadium,The Hindu Sports,0
IPL  2026 | Jurel vindicates RR’s decision to make him bat at No. 3. CRICKET | While Suryavanshi hogged the eyeballs with his attacking verve; the wicket-keeper batsman’s sensible knock made his team breathe easy,The Hindu Sports,0
"Prokofiev, Quantum, LG’s Script and The Leader shine",The Hindu Sports,0
"ISL: BFC holds all the aces in Kerala Blasters clash. After seven games, BFC sits fourth in the table (14 points) while Blasters are languishing in 13th place (one) in the 14-team league. It’s a no-brainer which of the two camps is happier.",The Hindu Sports,0
"Ayush Shetty storms into Badminton Asia Championships final. The world No. 25 rode on his superior attack and robust defence to script a sensational 10-21, 21-19, 21-17 comeback win over Vitidsarn, the Paris Olympics silver medallist and 2023 world champion",The Hindu Sports,0
"IPL 2026 | Suryavanshi on tackling Bumrah, Hazlewood: ‘I look at the ball not the bowler’. Having seen instant superstardom, the 15-year-old said that his feet are firmly rooted to the ground",The Hindu Sports,0
"‘I Love Mohammad’ march row: NHRC seeks report on ‘house arrest of 20,000 residents’ in Uttarakhand",Indian Express,0
"Happy Pohela Boishakh 2026: Wishes, Images, Quotes, Status & HD Wallpapers to Share Bengali New Year Greetings",Indian Express,0
"Shiv Sena MLA Santosh Bangar targets ‘inaccessible’ ministers, says power has ‘gone to their heads’",Indian Express,0
Can tenant be evicted after buying a share of property? Bombay High Court delivers key ‘dual capacity’ ruling,Indian Express,0
"ASUS announces Zenbook S14, DUO, and A series with next-gen AI performance",Indian Express,0
‘Rank 1’ Indrans left school after Class 4 as he couldn’t afford a uniform; appeared for Class 7 exams after winning National Award at 68,Indian Express,0
Meloni says Italy to suspend defence pact with Israel ‘in light of current situation’; backs Pope Leo,Indian Express,0
"‘Avatar meets Gladiator’: Ramayana producer Namit Malhotra reveals how Ranbir Kapoor’s epic will compete with Dune 3, The Odyssey",Indian Express,0
"CBSE Class 10th Results 2026: How to locate Class 10th marksheet at cbseservices.digilocker.gov.in, Umang app",Indian Express,0
"‘They earn Rs 3-4 lakh, why can’t they hike our wages?’: Domestic workers protest outside posh Noida society",Indian Express,0
Blessing Muzarabani handed two-year PSL ban after pulling out for IPL,Indian Express,0
Jharkhand Board Class 11th Result 2026 Out: How to download scorecards at jacresults.com,Indian Express,0
‘Consumers don’t do meticulous comparisons’: Kerala High Court backs LAZZA in HAZZA copyright row,Indian Express,0
Why Haryana’s 35% minimum wage hike has failed to quell worker protests in Gurgaon,Indian Express,0
New Bihar CM: Samrat Choudhary set to be first BJP leader to helm state,Indian Express,0
‘Protest in favour of Iran doesn’t promote communal enmity’: Madhya Pradesh High Court grants bail in Insta reel case,Indian Express,0
Days before his wedding: How a personal rivalry led to murder of Karnataka Youth Congress leader Fairoz Khan Pathan,Indian Express,0
"Sadhguru tells Alia Bhatt his sleep habits, recalls how they changed after two brain surgeries: ‘I fall dead’",Indian Express,0
"Pope Leo affirms, with unusual courage, that faith must remain a witness against bloodlust",Indian Express,0
"Saudi Arabia warns Trump: US blockade of Iran could backfire, choke Kingdom’s own oil lifeline, says report",Indian Express,0
"‘If Modi is corrupt, Trinamool is no less’: Rahul Gandhi’s charge in Bengal’s Uttar Dinajpur",Indian Express,0
Ambedkar’s warning still rings true: Who does India’s growth really serve? Not Dalit women,Indian Express,0
"IPL 2026 CSK vs KKR Live Score, Playing 11 Today Match Updates: Chennai eye second Chepauk win over Kolkata",Indian Express,0
‘No time for leisure’: NGT slams systemic failure as Bhopal’s AQI hits hazardous 315 over illegal waste burning,Indian Express,0
Nitish Kumar era in Bihar comes to an end: How history may judge state’s longest-serving CM,Indian Express,0
Nitish Kumar resigns as Bihar Chief Minister,Indian Express,0
"‘Tu saath hai toh din raat hai’: Alia Bhatt’s snowy anniversary getaway with Ranbir Kapoor, Raha pays a special nod to her 2014 film",Indian Express,0
‘He’s a diamond’: Video of Praful Hinge’s parents goes viral after historic IPL debut,Indian Express,0
"Inside the Congress race for Kerala CM post: 3 contenders, 3 schools of thought",Indian Express,0
"800 dog organs in formalin, a cancelled contract, and a suspected sterilisation fraud in MP",Indian Express,0
"‘Advisor to CM’ scribbled on fake pass, man walked into Maharashtra Assembly amid session",Indian Express,0
Hai Jawani Toh Ishq Hona Hai first look: Varun Dhawan film sparks comparison with Govinda’s film; fans object to AI use,Indian Express,0
"When cosmetic surgery goes wrong: Man develops scars, woman uneven flaps on her belly after liposuction",Indian Express,0
The rise of cleanfluencers in India: How content creators are redefining civic sense,Indian Express,0
"‘Big stars don’t even look at supporting cast’: Rajesh Kumar exposes harsh ‘class system’ on Bollywood sets, calls lead stars ‘insecure’",Indian Express,0
No age proof? Why Kerala High Court upheld a POCSO conviction based on an 8-year-old’s word,Indian Express,0
"Trisha Krishnan receives fresh bomb threat at Chennai residence; second hoax in months, police launch probe",Indian Express,0
Knowledge Nugget: CPI vs WPI and Inflation basics for UPSC preparation,Indian Express,0
"Woman, 2 men assaulted by mob in Bengaluru over public smoking, FIR filed after viral video",Indian Express,0
"RRB NTPC CBT 1 exam schedule out, city slip to release in April at rrbcdg.gov.in",Indian Express,0
"Negligence allegations resurface at Dera Bassi’s private hospital after patient’s death, kin protest",Indian Express,0
"Name ‘missing’ in poll roll, Vadodara Congress nominee out of civic poll race",Indian Express,0
"Vehicles with expired registrations, posing ‘a potential threat’ were plying on Gujarat roads unchecked: CAG",Indian Express,0
"Safety vs shade: BMC’s move to trim 46,000 trees amidst heatwaves in Mumbai invites backlash",Indian Express,0
"Gills in peril: Himachal High Court asks project to pay Rs 12 lakh fine for dumping silt into river, choking Himalayan trout",Indian Express,0
"Promised action in 48 hours, now its 48 months: Congress raises 2015 sacrilege incidents",Indian Express,0
"Days after leak, Vijay’s Jana Nayagan illegally broadcasted on local television channel in Coimbatore; cable operator arrested",Indian Express,0
"‘If BJP was so confident to win, then why did it use a weapon like SIR?’ Shashi Panja",Indian Express,0
‘Final cry of nation’s workers whose every voice was ignored’: Rahul Gandhi on Noida wage protests,Indian Express,0
"‘Final warning’ on delimitation: Stalin escalates federal fight, invokes Tamil Nadu’s agitational past",Indian Express,0
‘She is my only support’: Vrindavan boat accident survivor appeals for help as mother fights for life,Indian Express,0
"Before Noida protests, 50+ fake handles created in 24 hours to spread rumours: Police",Indian Express,0
BJP seeks TMC candidate’s disqualification over ‘Nigerians taking part in her rally’,Indian Express,0
The real story behind Rashmika Mandanna’s viral wedding look: ‘You have 40 minutes…she had not slept enough’,Indian Express,0
"Dutch artist Afra Eisma’s textile art on display in Bengaluru, signalling defiance, resistance",Indian Express,0
"After saying he has only Rs 20 lakh debt left, Rajesh Kumar reveals he sold his car, prefers to use public transport: ‘People see me as bechara’",Indian Express,0
"Footfall up at Byculla Zoo, but glory days still distant",Indian Express,0
"Oppo teases the 7,050mAh-powered Find X9 Ultra with dual 200MP cameras",Indian Express,0
Multimillionaires from BJP vie for Mayoral ticket from Panchkula,Indian Express,0
From 24-year-old magistrate to judge hearing Arvind Kejriwal’s recusal plea: Meet Justice Swarana Kanta Sharma,Indian Express,0
"‘In India, as a Pakistani for 10 hours’: Woman traveller’s Mumbai airport experience is going viral",Indian Express,0
"‘Kill all Indians’: Hate graffiti outside Auckland school sparks outrage, police probe",Indian Express,0
Relaxed fit? The high cost of dressing like you don’t care,Indian Express,0
Two board exams: Who is eligible to apply for MPBSE 2nd exam?,Indian Express,0
"Shane Warne’s death linked to Covid vaccine, claims son Jackson: ‘I nearly blamed the government’",Indian Express,0
Who is Juhi Bhatt? Ranveer Allahbadia confirms ‘girlfriend ke sath hoon’ while fielding a fan at IPL match,Indian Express,0
Pune Inc: This startup is building a ‘100% safe’ sodium-ion battery using Indian raw materials,Indian Express,0
Google unveils free NEET UG practice tests on Gemini to support medical aspirants,Indian Express,0
"On Pahalgam anniversary, India to highlight Pak-based terror at Washington exhibition",Indian Express,0
"Days after Kashmir universities cancel MoUs, US-based NGO ‘temporarily suspends’ activities",Indian Express,0
‘30 per cent of our laptops sold are being bought through no cost EMI scheme in India’: Asus India VP,Indian Express,0
Ranveer Singh’s new ad with father-in-law Prakash Padukone features a hidden jab at Dhruv Rathee; eagle-eyed fans spot Dhurandhar ‘peak detailing’,Indian Express,0
Microsoft eyes OpenClaw-style agentic AI features within Copilot: Report,Indian Express,0
"Vijay Varma on excessive social media hate after breakup with Tamannaah Bhatia, says ‘too many lies’ out there: ‘Sab kuch ulta hai’",Indian Express,0
MP Board 10th 12th Result 2026 Live Updates: How to download marksheet at education.indianexpress.com 15,Indian Express,0
"‘As a captain, I felt there was some miscommunication going on…’: Ishan Kishan on his decision to not to keep wickets",Indian Express,0
"Happy Vishu 2026: Wishes, Images, Quotes, Photos, Greetings and Messages to Celebrate Malayalam New Year",Indian Express,0
Two MBA students die after suspected drug overdose at Mumbai rave six arrested,Indian Express,0
"After PSLV setbacks stall launches, Isro hopes to bounce back following expert panel report",Indian Express,0
Viktor Orbán’s defeat is also a loss for Trump and Putin,Indian Express,0
‘I know how to take three wickets in the first over but this is something very special’: Irfan Pathan on Praful Hinge’s historic feat on IPL debut,Indian Express,0
"‘No brash power’: Allahabad High Court fines 3 revenue officials Rs 11,000 each for illegally locking shops",Indian Express,0
Over 350 arrested a day after violence during Noida workers’ protest,Indian Express,0
‘Main isko pehli ball par bouncer mar ke out karunga…’: IPL pace sensation Praful Hinge on dismissing Vaibhav Sooryavanshi off first ball on debut,Indian Express,0
Salman Khan cheers for Preity Zinta’s IPL team 2 days after Kings XI Punjab’s win; fans call it a sequel to his 2014 ‘Zinta’s team won kya’ viral tweet,Indian Express,0
‘Picture abhi baaki hai’: Iran Consulate in Mumbai mocks Trump’s naval ‘blockade’ with viral Shah Rukh Khan dialogue,Indian Express,0
Nicole Kidman is training to be ‘death doula’ after losing her mother: ‘Sounds a little weird’,Indian Express,0
Is the US blockade in Strait of Hormuz legal under international law?,Indian Express,0
Apex consumer body orders Kolkata nephrologist to pay Rs 5 lakh after delay cost dialysis patient her life,Indian Express,0
"Rashmika Mandanna rejected traditional wedding makeup at Udaipur nuptials, transformed into bride in 90 minutes: ‘She was radiating joy’",Indian Express,0
Praful Hinge goes from debutant to viral sensation after record-breaking IPL over; gains over 2.8 lakh followers on Instagram,Indian Express,0
The farmer with gudness of ganna and other medicinal herbs,Indian Express,0
"TVK chief Vijay jumps off bicycle during Kanyakumari election rally after man throws ‘floral ball’ at him, video goes viral",Indian Express,0
"John Cena pays tribute to Asha Bhosle, Priyanka Chopra reacts; fans say, ‘GOAT recognises GOAT’",Indian Express,0
"Assembly Elections 2026 Live Updates: Rahul Gandhi says BJP, RSS trying to weaken Constitution",Indian Express,0
"IPL 2026, CSK vs KKR Playing 11 Today Match: Will Varun Chakaravarthy, MS Dhoni return when Kolkata take on Chennai?",Indian Express,0
Trainer and Dhurandhar actor Mustafa Ahmed says Katrina Kaif is like the ‘female version’ of Hrithik Roshan: ‘She is so precise…’,Indian Express,0
"As the first non-AC train with closed-door system arrives in Mumbai, here is how it works",Indian Express,0
"In a Jharkhand village, a 12-year-old’s death during Ram Navami sent the rumour mill into overdrive — until the truth emerged",Indian Express,0
US-sanctioned tankers pass Strait of Hormuz despite US blockade,Indian Express,0
"‘Sham’ loans, hawala channels, sensitive emails deleted: ED’s claims about I-PAC director Vinesh Chandel",Indian Express,0
CBSE Class 10th Result 2026 LIVE Updates: When can I download my marksheet?,Indian Express,0
"First convocation of AIIMS Rajkot | Technology a big boost to medical field, but nothing can replace human empathy: President Murmu",Indian Express,0
"Katy Perry dismisses sexual assault allegations by Ruby Rose, says they are ‘dangerous, reckless lies’",Indian Express,0
Supreme Court grants bail to Jharkhand ex-minister Anosh Ekka in Rs 57 crore disproportionate assets case,Indian Express,0
"I-PAC director’s arrest before voting alarming, shakes the idea of a level playing field in election: Abhishek",Indian Express,0
Three al-Qaeda-affiliate operatives sentenced to life for terror conspiracy,Indian Express,0
"Punjab to launch Rs 1,500 monthly aid scheme for women today, benefit to be transferred from July 1",Indian Express,0
"Beyond monuments: UP govt launches drive to capture ‘local heritage, memory’ via ‘lived experience’",Indian Express,0
"Fatty liver disease spirals in India since 1990, driven by diabetes and obesity: Study raises red flags",Indian Express,0
"Aerotropolis land acquisition: Farmers continue stir, demand written assurance",Indian Express,0
"Dharam Yudhh Morcha welcomes anti-sacrilege Bill, ‘will decide on lifting stir after reading hardcopy’",Indian Express,0
"After massive worker protests in Noida, UP govt hikes minimum wage rates",Indian Express,0
CBSE Class 10th April Results: Relief or reset? 2-exam system faces its first real test,Indian Express,0
‘Daughters can’t wait endlessly’: PM Modi issues open letter urging immediate passage of women’s quota,Indian Express,0
"Delhi-Dehradun Expressway opens today: Key features, 11 km wildlife corridor explained",Indian Express,0
She had a heart attack at 35 but her arteries had no blockage: What’s this silent crisis affecting young people?,Indian Express,0
"Ram Charan calls himself a ‘rough dad’, says wife Upasana is the family’s ‘nurturing pole’: ‘I want to be a present father’",Indian Express,0
"‘War-like situation’: Telangana High Court slams HYDRAA, orders status quo in Ailapur farmhouse row",Indian Express,0
"Samay Raina teases a collab with Ranveer Allahbadia after latter said, ‘Who is Samay?’; promises to ‘break the internet again’ on May 3",Indian Express,0
Meta poised to surpass Google in digital ad revenue for first time: Reports,Indian Express,0
"Vaibhav Sooryavanshi ‘not happy’ being Impact Sub in IPL 2026, reveals RR coach: ‘Not because he’s a poor fielder’",Indian Express,0
Hezbollah chief calls on Lebanon to cancel planned talks with Israel,Indian Express,0
"ED searches 11 premises in Kharat case; probe flags over 130 accounts, Solapur land buys",Indian Express,0
"Asha Bhosle’s granddaughter Zanai ‘overwhelmed with emotions’ after state funeral, says late singer ‘has seen all the love’",Indian Express,0
"MPBSE 10th, 12th Results 2026 on April 15: Passing marks, websites, result time",Indian Express,0
"Karnataka clears projects worth Rs 18,430 crore; to generate 15K jobs",Indian Express,0
‘Mumbai’s only issue is Hardik Pandya’s captaincy’: Former India opener slams MI skipper’s tactics in RCB defeat,Indian Express,0
"Ambedkar Jayanti 2026 Wishes: Dr BR Ambedkar Birth Anniversary Images, Quotes, Messages, and Greetings Cards",Indian Express,0
Daily Briefing: Express Investigation exposes regulatory gaps in fake cancer drug racket,Indian Express,0
"I-PAC laundered Rs 50 crore, director Vinesh Chandel sent to 10-day custody: ED",Indian Express,0
"Traffic solutions for citizens, by citizens — Delhi Traffic Police rolls out new collaborative platform",Indian Express,0
"Workers encouraged by Haryana’s revision of minimum wage, social media — what triggered protests in Noida",Indian Express,0
"US wanted Iran to suspend nuclear activity for 20 years, Tehran ready for 5 years",Indian Express,0
Dhurandhar 2 Worldwide Box Office Collection Day 26 LIVE Updates: Ranveer Singh-starrer soars past Rs 1700 cr worldwide; closes in on Pushpa 2,Indian Express,0
"Nobody in the film industry supported Dhurandhar, says Kunal Kohli: ‘The biggest directors told me Monday ko film baith jayegi’",Indian Express,0
"SC flags ‘reluctance’ of police in filing FIR, probe in Ghaziabad minor’s rape & murder",Indian Express,0
Trump tips DoorDash driver $100 for delivering McDonald’s to Oval Office promote his ‘no tax on tips’ policy,Indian Express,0
"Before Noida, workers protested in Barauni, Surat, Panipat",Indian Express,0
Riyan Parag reacts to Praful Hinge’s spell that left RR reeling at 9/5: ‘We were a little surprised’,Indian Express,0
‘Classic case of complex human ties’: Himachal Pradesh High Court refuses to cancel bail of rape accused,Indian Express,0
"Rajeev Khandelwal, 50, on why he never developed a taste for fast food: ‘Mummy khilaati thi sprouted dal, amla’",Indian Express,0
Pakistan offers to host 2nd round of US-Iran talks that could take place as soon as Thursday,Indian Express,0
"How Pep Guardiola turns April into a title march, from Barcelona to Manchester City",Indian Express,0
What was SRH bowling coach Varun Aaron’s plea for debutants Praful Hinge and Sakib Hussain before RR match: ‘…going to be really angry with you’,Indian Express,0
"Noida protests: Yogi sees ‘conspiracy to create industrial unrest’, govt forms committee to resolve row",Indian Express,0
"Magnitude 5.7 earthquake strikes Silver Springs, Nevada, USGS says",Indian Express,0
"Why Opposition may not back women’s quota changes: Delimitation, caste census concerns",Indian Express,0
"After five years, Rahul gets set to begin Bengal campaign; Priyanka to follow suit",Indian Express,0
"A week to go, but where are they? Rahul Gandhi, Vijay trail in Tamil Nadu’s visibility race",Indian Express,0
"Misri discusses freedom of navigation with French Foreign minister; Jaishankar dials Kuwait, Singapore counterparts",Indian Express,0
‘Right to privacy no longer exists once crime enters public record’: Sikkim High Court’s major shield for media,Indian Express,0
A ‘second chance’ school that outlasted the British. Maharashtra just scrapped the law governing it.,Indian Express,0
"Undercover cops, a woman observing ‘Ramzan fasts’, conversion allegations: How a tip-off triggered seven arrests at TCS’s Nashik unit",Indian Express,0
"Vaibhav Sooryavanshi likely for T20I tour to Ireland, to become youngest India player",Indian Express,0
"Happy Baisakhi 2026 Wishes: 50+ Best Vaisakhi Messages, Images, Quotes, WhatsApp Status and Greetings to Share",Indian Express,0
"40 years ago April 14, 1986: Europe asks US not to hit Libya",Indian Express,0
"Ostracised, extorted, humiliated: Inside cases that led Rajasthan HC to act on khaps",Indian Express,0
"‘Diplomacy never ends’: After US-Iran stalemate in Islamabad, what top Iranian delegates have signalled",Indian Express,0
Global health governance must depend less on the FDA,Indian Express,0
Trump is blockading the system that America built,Indian Express,0
"Amid the rubble and ruin, songs of survival",Indian Express,0
Rush to implement women’s reservation serves a political project that depends on early delimitation,Indian Express,0
"Dalit student’s death puts spotlight on caste, colour bias in Kannur college",Indian Express,0
A bright spot by the Moon called Carroll,Indian Express,0
"On nuclear energy, an Indian milestone",Indian Express,0
Rupee is more than a measure of price. It’s also a barometer of credibility,Indian Express,0
"Delhi Police to take control of CCTV, restrict public’s access to feed",Indian Express,0
"Supreme Court rejects woman’s Rs 170 crore gold claim, says vague domestic violence cases must be ‘nipped in the bud’",Indian Express,0
Punjab’s sacrilege Bill is regressive and draconian,Indian Express,0
‘Love is not everything’: Actor Trisha’s cryptic reflections on choosing peace spark buzz after Chennai wedding appearance with Vijay,Indian Express,0
"Case of the disappearing water bodies: Survey reveals 8,940 missing in Bihar",Indian Express,0
"Painful paperwork, Rs 10 lakh upfront: India’s cancer patients locked out of best-selling drug",Indian Express,0
JD Vance accuses Iran of ‘economic terrorism’ in Strait of Hormuz as US blockade comes into effect,Indian Express,0
"IPL 2026 Points Table Updated: Heinrich Klaasen leads Orange Cap race, Prasidh Krishna tops Purple Cap list",Indian Express,0
"Iran, India in touch on passage of ships through Strait of Hormuz: Envoy Mohammad Fathali",Indian Express,0
"Stage set for NDA power transfer in Bihar, Nitish Kumar likely to resign today",Indian Express,0
"‘No one understands the fear’: At Bengal tribunals’ door, time running out for 27 lakh ‘deleted’ from final voting list",Indian Express,0
Panel examining SC status for Dalits post-conversion gets a third extension,Indian Express,0
‘Pakistan link’ to Noida workers’ protest under probe: UP minister,Indian Express,0
"Tamil New Year Wishes: Happy Puthandu 2026 Images, Messages, Quotes, Greetings, And Status To Share On WhatsApp With Your Loved Ones",Indian Express,0
Delhi Confidential: Break from campaign,Indian Express,0
"Himanta’s comments ‘false, defamatory’, led to ‘online abuse’: Assam poll debutant’s mother writes to women’s panel",Indian Express,0
"‘I thought it was me as a doctor’: Trump defends deleted AI image, won’t apologise to Pope Leo over Iran",Indian Express,0
Violence in Noida as factory workers protest seeking higher wages,Indian Express,0
"Provision  of life term, Rs 25-lakh fine in Punjab Bill against sacrilege",Indian Express,0
Courts of the future can’t remain confined within  buildings: CJI Surya Kant,Indian Express,0
‘Serious apprehension of bias’: Arvind Kejriwal seeks judge’s recusal,Indian Express,0
"Daniil Medvedev fined $7,000 for smashing his racket 7 times at the Monte Carlo Masters",Indian Express,0
Union Berlin denounce sexist attacks on Marie-Louise Eta after historic appointment,Indian Express,0
"‘You’re such a good Sindhi girl, why are you doing this’: Tamannaah Bhatia on the unsolicited marriage advice she received as a young woman; expert on its impact",Indian Express,0
Why Dominik Szoboszlai apologized to Liverpool fans before Champions League clash with PSG,Indian Express,0
ED arrests I-PAC director Vinesh Chandel in Bengal ‘coal scam’ case,Indian Express,0
"Hungary turns page: New PM Magyar’s praise of Trump, openness to talks with Putin after Orban’s exit",Indian Express,0
"‘I had written it down last year — first match, four or five wickets’: Praful Hinge after record IPL debut",Indian Express,0
Debutant duo Praful Hinge-Sakib Hussain and Ishan Kishan’s 91 fire SRH to dominant 57-run win over RR,Indian Express,0
Small but mighty: 10 of India’s shortest rivers,Indian Express,0
Praful Hinge was his teachers’ cautionary tale. His mother learned cricket by checking his scores. Then he took four wickets on a dream IPL debut,Indian Express,0
SRH’s Sakib Hussain credits Varun Aaron for dream debut: ‘Whatever improvement you see in my bowling is because of him’,Indian Express,0
"Judge dismisses Trump’s $10 billion lawsuit against WSJ, Murdoch over reporting on ties to Epstein",Indian Express,0
Mumbai-Ahmedabad High-Speed Rail project: Anand bullet train station to be developed as multi-modal hub,Indian Express India,0
Tripura election panel countermands ADC poll in one centre over EVM tempering,Indian Express India,0
‘Serial killer’ targeting women living alone arrested in Tirupati; linked to 21 cases across 3 states,Indian Express India,0
‘Hanging between trust and mistrust’: Sonam Wangchuk urges Centre to resume talks with Ladakh groups,Indian Express India,0
"Man missing after jumping in nullah to escape cow vigilantes, angry locals block J-K highway",Indian Express India,0
"Hear her roar: Anita Chaudhary, 30, a guardian of the forest",Indian Express India,0
"Love triangle, hired gun, shared location: Wife arrested for ‘helping plot Odisha man’s murder’",Indian Express India,0
"After Nitish Kumar’s resignation, Bihar govt will be ‘run from Gujarat’: Tejashwi Yadav",Indian Express India,0
From Maoist stronghold to tap water: Remote Abujhmad village gets first home supply,Indian Express India,0
MeT dept forecasts ‘below-normal’ monsoon rainfall on El Niño concerns,Indian Express India,0
213 km journey in 2.5 hours: PM Modi inaugurates Delhi-Dehradun Expressway,Indian Express India,0
Railways expedites 827 km line projects to improve border connectivity in Rajasthan,Indian Express India,0
Congress issues whip to all its Lok Sabha MPs to be present for special Parliament sitting on April 16-18: ‘Most important’,Indian Express India,0
‘Parliament making history’: PM Modi says special session to end decades of wait for women’s reservation,Indian Express India,0
"MEA MoS, BJP’s Naqvi, Congress’s Khurshid attend event to mark 40th day of Khamenei killing",Indian Express India,0
"Bank Holiday Today: Banks to remain shut up to 4 days next week; Ambedkar Jayanti, regional New Year festivals to impact services",Indian Express India,0
"‘15-20 men came on bikes, intercepted us 60 metres from police station’: BCCL officials ‘assaulted’ in Dhanbad",Indian Express India,0
3 Kashmir universities cancel MoU with US-based NGO,Indian Express India,0
"Women’s quota: PM Modi seeks support, Opp says no details on delimitation",Indian Express India,0
‘What were you thinking?’: Mehbooba Mufti targets Omar govt in J-K amid campaign to reclaim lost ground,Indian Express India,0
Massive search underway in Samba after suspicious movement reported at village near border,Indian Express India,0
"Dalit medical student’s death rocks Kerala, family claims college faculty humiliated him over caste, complexion",Indian Express India,0
RBI proposes ‘Kill Switch’ to secure digital payments: What it means,Indian Express India,0
"PM Awas houses on forest land: Centre tells SC about safeguards, duties under FRA",Indian Express India,0
"Poll debutant who sparred with Himanta summoned by Assam Police, her party slams ‘intimidation’",Indian Express India,0
‘False claims’: India rejects China’s fictitious naming of places in Arunachal,Indian Express India,0
Delhi-Dehradun Expressway to cut travel time to 2.5 hours: How it compares with flight and train,Indian Express India,0
"Amarnath Yatra to start July 3, last 19 more days than last year",Indian Express India,0
"‘Her voice carried timeless brilliance’: PM Modi, Maharashtra CM Fadnavis mourn Asha Bhosle’s death",Indian Express India,0
"FIR delayed, family harassed, victim ignored: Bokaro teen’s remains found after HC steps in, 28 cops suspended",Indian Express India,0
Amarnath Yatra from July 3 to August 28; registration opens April 15,Indian Express India,0
Assembly Elections 2026 Live Updates: Amit Shah says Bengal will ‘reply to bombs with votes’,Indian Express India,0
‘Faith healing’ congregation in MP village lands two pastors in jail; police probe wider ‘conversion network’,Indian Express India,0
"Ladakh secures distinct Aadhaar identity, UIDAI removes J&K tag",Indian Express India,0
Himachal has over 300 cases of Section 118 violations pending,Indian Express India,0
"Exclusive | Before Bengal’s SIR row, Maharashtra CEO red-flagged to ECI: Need more time",Indian Express India,0
Modi-Rahul interaction draws attention at Mahatma Phule event,Indian Express India,0
‘Violation of Rule of Specialty’: Home Secretary flags procedural lapses in extradition cases,Indian Express India,0
Jaishankar discusses West Asia situation with his UAE counterpart,Indian Express India,0
Fire at Goa’s Dabolim Airport quickly contained; flights unaffected,Indian Express India,0
Unnat Krishi Mahotsav | Centre developing state-wise agricultural roadmaps: Chouhan,Indian Express India,0
"‘Reliable, compassionate’: Iran embassy sends home medicines bought from donations in India",Indian Express India,0
"Born at Kuno, raised in the wild: Second Indian-born cheetah gives birth",Indian Express India,0
Kerala BJP backs Christian leader in standoff with Catholic Church over ‘Congress tilt’,Indian Express India,0
"Why RBI proposes 1-hour delay for digital payments above Rs 10,000",Indian Express India,0
"Jharkhand treasury row escalates: BJP demands CBI probe, JMM calls scam a BJP-era legacy; Rs 33 cr flagged",Indian Express India,0
"Railways announces two ‘summer special’ trains on Mumbai-Howrah route: Check stoppages, timings",Indian Express India,0
"CAA push in Bengal: Will fast-track citizenship for refugee communities if BJP wins, says Modi",Indian Express India,0
Hyderabad Metro Rail Phase 2 Project: Telangana govt submits 162-km expansion proposal to Centre – Check latest update,Indian Express India,0
"Delhi Police arrest Bhubaneswar youth over ‘radical group’ links, taken on transit remand",Indian Express India,0
Bhubaneswar Metro scrapped or just on hold? Why BJP’s U-turn is sparking political fury in Odisha,Indian Express India,0
"ED raids Earth Infrastructures premises, seizes Rs 6.3 crore in cash, jewellery, and watches in money laundering probe",Indian Express India,0
Namastes and a rare moment: PM Modi speaks to Rahul Gandhi while paying tribute to Jyotiba Phule,Indian Express India,0
Bengaluru-Mumbai Vande Bharat sleeper train gets Railway Minister Ashwini Vaishnaw’s nod,Indian Express India,0
"Gold Rate Today, April 11: Check 18, 22 and 24 carat gold prices in Chennai, Mumbai, Delhi, Kolkata and other cities",Indian Express India,0
"‘Shocked’ to see officials he suspended still working at Mining Directorate, J-K Deputy CM demands probe",Indian Express India,0
"‘Opinions differ, but everyone is heard’: Speaker Om Birla on why discussions go ‘late into night’ in Parliament",Indian Express India,0
A guiding light for generations: PM Modi pays tribute to Phule on birth anniversary,Indian Express India,0
Women’s reservation law amendment: Congress may call Opp meet on April 15,Indian Express India,0
"SIR in 10 states, three Union Territories so far: Electoral rolls trimmed by 5.58 crore, most in Gujarat, UP",Indian Express India,0
"Ceramic City kilns go cold over fuel crisis: ‘Hippo’ cylinders run out, workers leave",Indian Express India,0
Vande Bharat Sleeper occupancy: How trains are performing,Indian Express India,0
Three students drown in Andhra Pradesh waterfall as selfie bid goes wrong,Indian Express India,0
Vande Bharat Express train occupancy sees 34% YoY growth in FY26; how it performed since launch,Indian Express India,0
"‘He was an honest man, PDP worker’: Iltija Mufti appeals for body of man killed in Ganderbal encounter to be returned to family",Indian Express India,0
"‘Tum kaale ho, you do not deserve me’: Wife arrested for ‘plotting’ murder of Madhya Pradesh man",Indian Express India,0
Pakistan terrorist tasked Dehradun man with filming key locations for attack: Special Task Force,Indian Express India,0
Kerala polls: BJP Christian leaders say ‘ditched’ by Church over alleged UDF backing amid FCRA row,Indian Express India,0
"Acquitted in Malegaon blast case, Col Purohit  promoted to Brigadier, to serve for 2 more years",Indian Express India,0
"B.Tech student’s death at Bengaluru university: Father raises questions, Jharkhand minister steps in",Indian Express India,0
